Attribute XML Name|MultiValue Attribute?|Group Name|Max Number of Records in Group|Data Type|Total Digits|Max Length / Total Number of digits|Min Length / # of decimals|***DO NOT USE*Lang specific?*****|Valid Value List Name|Qual O/M *FUTURE USE*|Qual Name|Qual Data Type|Qual Total Digits|Qual Max Length / Total Number of digits|Qual Min Length / # of decimals|Qual VV list|Copyable?|GUI Lang|GUI Attribute Name|GUI Help Text|GUI Container Type|GUI Field Type|Label Align|Label Width|Value Align|Value Width|GUI Group Row|GUI Group Column|Active Status|XML Group M/O *FUTURE USE*|Comments|IM/Customer Key Master Name|Untitled event|Xref Type|Customer's Attribute Ref ID
wmActiveIngredients/wmAnimalAnimalHealthGroomingActiveIngredientName|N|wmActiveIngredients|3|text||4000|1||||||||||N|en|Active Ingredient Name|Ingredient name. |LoopGroup|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1105
wmActiveIngredients/wmAnimalAnimalHealthGroomingActiveIngredientPercentage|N|wmActiveIngredients|3|float|40|40|20|||M|uom|text||7|1|WMPercentageUOMVV|N|en|Active Ingredient Percentage|The percent of the active ingredient in the item.|LoopGroup|Float|Left|200|Left||||Active||Walmart_Initial_Load||||1106
wmAnimalAnimalHealthGroomingInactiveIngredients|Y||3|text||4000|1||||||||||N|en|Inactive Ingredients|The list of inactive ingredients in order of potency, as shown on the item label. |Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1107
wmAnimalAnimalHealthGroomingIsDisposable|N|||boolean|||||||||||||N|en|Is Disposable|Indicates the item is intended for single use.|Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1109
wmDosage|N|||text||4000|1||||||||||N|en|Dosage|Example: 1 teaspoon every 6 hours (Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left||||Active||Walmart_Initial_Load||||1110
wmAnimalAnimalHealthGroomingAnimalHealthConcern|N|||text||4000|1||||||||||N|en|Animal Health Concern|Type of condition that the item is intended to address. |Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1112
wmAnimalAnimalHealthGroomingPetSize|N|||text||4000|1||||||||||N|en|Pet Size|Example: 5-8 lbs; 14-19 lbs (Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1113
wmAnimalAnimalHealthGroomingForm|N|||text||4000|1||||||||||N|en|Form|Describes the way the item is dispensed or consumed, including its texture or other physical characteristics. |Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1114
wmAnimalAnimalHealthGroomingStopUseIndications|Y||3|text||4000|1||||||||||N|en|Stop Use Indications|Example: Stop using immediately if you experience severe burning, itching... (If you want to submit multiple values, use a semicolon to separate the values. For example – value1;value2;value3. Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1115
wmAnimalAnimalHealthGroomingHairLength|Y||3|text||4000|1||||||||||N|en|Hair Length|The length of hair that grooming product is intended for.|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1116
wmAnimalAnimalHealthGroomingCondition|N|||text||4000|1||||||||||N|en|Condition|For refurbished items; used for non-perishables Example: New; Used; Refurbished (Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1117
wmAnimalAnimalHealthGroomingPowerType|N|||text||4000|1||||||||||N|en|Power Type|Provides information on the exact type of power used by the item.<br>Example: Electric; Batteries (Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1118
wmSwatchImages/wmArtCraftSwatchImageUrl|N|wmSwatchImages|3|text||2000|1||||||||||N|en|Swatch Image URL|URL of the color or pattern swatch image. This will be shown as a small square on the item page. Recommended resolution is 100 x 100 pixels. URLs must begin with http:// or https://|LoopGroup|Text|Left|50|Left|200|||Active||Walmart_Initial_Load||||1132
wmSwatchImages/wmArtCraftSwatchVariantAttribute|N|wmSwatchImages|3|text||4000|1||||||||||N|en|Swatch Variant Attribute|Attribute name corresponding to the swatch. |LoopGroup|Text|Left|50|Left|200|||Active||Walmart_Initial_Load||||1133
wmArtCraftVariantAttributeNames|Y||3|text||4000|1||||||||||N|en|Variant Attribute Names|"Designate all attributes by which the item is varying. This list may include variants that the category spec has not explicitly identified..<br>Ex: If partner provides data for “Collar Size,” and ""Collar Size"" is not in the list of valid variants, then input “Collar Size” as a value here."|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1134
wmArtCraftIsPrimaryVariant|N|||boolean|||||||||||||N|en|Is Primary Variant|Note whether item is intended as the main variant in a variant grouping.|Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1135
wmArtCraftFactoryId|N|||integer||12|1||||||||||N|en|Factory ID|Required for Private Label brands. See accompanying private-label brand list.|Horizontal|Integer|Left|200|Left|200|||Active||Walmart_Initial_Load||||1137
wmArtCraftManufacturerPartNumber|N|||text||4000|1||||||||||N|en|Manufacturer Part Number|site and informs product matching. (Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1140
wmArtCraftGender|N|||text||60|1||WMGender1VV||||||||N|en|Gender|To specify target gender of the item. Example: Women; Men; Girls; Boys; Unisex|Horizontal|Dropdown|Left|200|Left|200|||Active||Walmart_Initial_Load||||1142
wmArtCraftFabricCareInstructions|Y||3|text||4000|1||||||||||N|en|Fabric Care Instructions|Enter details of the fabric care label.|Horizontal|Text|Left|200|Left||||Active||Walmart_Initial_Load||||1146
wmArtCraftMaterial|Y||3|text||4000|1||||||||||N|en|Material|"Material makeup of the item. Fabric materials should be denoted using the ""Fabric Content"" attribute. "|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1147
wmArtCraftCapacity|N|||text||4000|1||||||||||N|en|Capacity|Discoverability, sizing|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1149
wmArtCraftAgeGroup|Y||3|text||60|1||WMAgeGroupVV||||||||N|en|Age Group|General grouping of ages into commonly used demographic labels.<br>Example: Child; Teen; Adult (If you want to submit multiple values, use a semicolon to separate the values. For example – value1;value2;value3. Please enter text with 4000 character max)|Horizontal|Multi_Select_List|Left|200|Left|200|||Active||Walmart_Initial_Load||||1150
wmTargetConsumerAge|N|||text||60|1||WMTargetConsumerAgeVV||||||||N|en|Age Range|Example: 0-12 Months; 12-24 Months; 2-4 Years; 5-7 Years; 8-11 Years;|Horizontal|Dropdown|Left|200|Left||||Active||Walmart_Initial_Load||||1151
wmArtCraftCharacter|Y||3|text||4000|1||||||||||N|en|Character|12 Years  Up; All Ages (Please select a value from the drop-down below)|Horizontal|Text|Left|200|Left||||Active||Walmart_Initial_Load||||1152
wmArtCraftMetal|N|||text||4000|1||||||||||N|en|Metal|Example: Brass; Copper; Gold-Plated; Goldtone; Platinaire; Platinum; Rhodium; Rose Gold; Silver-Plated; Silvertone; Stainless Steel; Sterling Silver; Titanium; Tungsten; White Gold; Yellow Gold (Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1153
wmArtCraftOccasion|N|||text||4000|1||||||||||N|en|Occasion|The particular target time, event, or holiday for the product Example: Halloween; Christmas; Wedding; Anniversary (If you want to submit multiple values, use a semicolon to separate the values. For example – value1;value2;value3. Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1154
wmArtCraftIsPersonalizable|N|||boolean|||||||||||||N|en|Is Personalizable|Denotes if the item can be customized in some way, including engraved, embroidered, stamped, etched, etc.  |Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1155
wmArtCraftRecommendedUses|Y||3|text||4000|1||||||||||N|en|Recommended Uses|Further clarification of what is the item may be used for. Example: Television; Home Audio; GPS (If you want to submit multiple values, use a semicolon to separate the values. For example – value1;value2;value3. Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1156
wmArtCraftRecommendedSurfaces|Y||3|text||4000|1||||||||||N|en|Recommended Surfaces|Example: Wood; Concrete; Vinyl (If you want to submit multiple values, use a semicolon to separate the values. For example – value1;value2;value3. Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1157
wmArtCraftCulturalStyle|N|||text||4000|1||||||||||N|en|Cultural Style|Please enter the text (Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1158
wmArtCraftTheme|N|||text||4000|1||||||||||N|en|Theme|A dominant idea carried in an artwork or piece of furniture Example: Animals  Insects; Automobiles; Space; Baseball; Princesses; (If you want to submit multiple values, use a semicolon to separate the values. For example – value1;value2;value3. Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left||||Active||Walmart_Initial_Load||||1159
wmArtCraftSubject|N|||text||4000|1||||||||||N|en|Subject|"The ""aboutness"" of an item, distinct from the genre. It may be the subject of a documentary, nonfiction book, or art print. Example: Art for Kids; Dance; Hobbies (Please enter text with 4000 character max)"|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1160
wmArtCraftIsPowered|N|||boolean|||||||||||||N|en|Is Powered|Indicates that an item is powered.|Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1161
wmArtCraftPowerType|N|||text||4000|1||||||||||N|en|Power Type|Provides information on the exact type of power used by the item.|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1162
wmArtCraftIsAntique|N|||boolean|||||||||||||N|en|Is Antique|Is an old collectable item Example: Y; N (Please select a value from the drop-down below)|Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1164
wmArtCraftIsCollectible|N|||boolean|||||||||||||N|en|Is Collectible|Indicates if the item is regarded as being of value or interest to a collector. (Please select a value from the drop-down below)|Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1165
wmArtCraftFinish|N|||text||4000|1||||||||||N|en|Finish|Overall finish of the item. Example: Natural; Unfinished; Brown; Espresso; Oak (Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left||||Active||Walmart_Initial_Load||||1167
wmArtCraftGotsCertification|N|||boolean|||||||||||||N|en|GOTS Certification|Example: Y; N (Please select a value from the drop-down below)|Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1168
wmArtCraftOrganicCertifications|Y||3|text||4000|1||||||||||N|en|Organic Certifications|Indicates that the item is certified organic by designating the certifying agent. Example: EU Organic; Global Organic Textile Standard (GOTS); Oregon Tilth Certified Organic (OTCO); CaliforniaCertified Organic; Farmers (CCOF); USDA Organic; Ecocert; Farm Verified Organic (FVO); OCIA-Certified Organic; QIA Organic; Canadian Organic Standards (COS) (If you want to submit multiple values, use a semicolon to separate the values. For example – value1;value2;value3. Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left||||Active||Walmart_Initial_Load||||1169
wmArtCraftIsAntitarnish|N|||boolean|||||||||||||N|en|Is Antitarnish|Example: Y; N (Please select a value from the drop-down below)|Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1170
wmArtCraftChainLength|N|||float|30|30|15|||M|uom|text||60|1|WMSizeUOMVV|N|en|Chain Length|Enter length of jewelry chain. Example: 13 in (Please select a value from the drop-down below)|Horizontal|Float|Left|200|Left|200|||Active||Walmart_Initial_Load,PI164_SEP07_1002||||1171
wmArtCraftPlating|N|||text||4000|1||||||||||N|en|Plating|Example: Silver; Gold (Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left||||Active||Walmart_Initial_Load||||1172
wmArtCraftArtPaintType|N|||text||4000|1||||||||||N|en|Art Paint Type|Example: Acrylic; Oil (Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left||||Active||Walmart_Initial_Load||||1173
wmArtCraftForm|N|||text||4000|1||||||||||N|en|Form|Describes the way the item is dispensed or consumed, including its texture or other physical characteristics. |Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1174
wmArtCraftPattern|N|||text||4000|1||||||||||N|en|Pattern|Decorative design or visual ornamentation, often with a thematic, recurring motif. Example: Floral; Plaid; Paisley (If you want to submit multiple values, use a semicolon to separate the values. For example – value1;value2;value3. Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1175
wmArtCraftIsMadeFromRecycledMaterial|N|||boolean|||||||||||||N|en|Is Made From Recycled Material|Example: Y; N (Please select a value from the drop-down below)|Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1176
wmRecycledMaterialContent/wmArtCraftRecycledMaterial|N|wmRecycledMaterialContent|3|text||4000|1||||||||||N|en|Recycled Material|Type of recycled material used to create the item. |LoopGroup|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1178
wmArtCraftIsPortable|N|||boolean|||||||||||||N|en|Is Portable|Is the item portable?|Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1180
wmArtCraftIsFoldable|N|||boolean|||||||||||||N|en|Is Foldable|Indicates that an item can be folded.|Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1181
wmArtCraftIsDisposable|N|||boolean|||||||||||||N|en|Is Disposable|Indicates the item is intended for single use. Example: Y; N (Please select a value from the drop-down below)|Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1182
wmArtCraftIsHandmade|N|||boolean|||||||||||||N|en|Is Handmade|Example: Y; N (Please select a value from the drop-down below)|Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1183
wmArtCraftIsReusable|N|||boolean|||||||||||||N|en|Is Reusable|Indicates the item can be used more than once. Example: Y; N (Please select a value from the drop-down below)|Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1184
wmArtCraftIsRecyclable|N|||boolean|||||||||||||N|en|Is Recyclable|Recycle is the act of processing used or abandoned materials for use in creating new products or capable of being used again. Example: Y; N (Please select a value from the drop-down below)|Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1185
wmArtCraftSkillLevel|N|||text||4000|1||||||||||N|en|Skill Level|Example: Beginner; Intermediate; Advanced (Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left||||Active||Walmart_Initial_Load||||1188
wmArtCraftIsSelfAdhesive|N|||boolean|||||||||||||N|en|Is Self-Adhesive| (Please select a value from the drop-down below)|Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1189
wmArtCraftCondition|N|||text||4000|1||||||||||N|en|Condition|For refurbished items; used for non-perishables|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1192
wmSwatchImages/wmBabySwatchImageUrl|N|wmSwatchImages|3|text||2000|1||||||||||N|en|Swatch Image URL|URL of the color or pattern swatch image. This will be shown as a small square on the item page. Recommended resolution is 100 x 100 pixels. URLs must begin with http:// or https://|LoopGroup|Text|Left|50|Left|200|||Active||Walmart_Initial_Load||||1195
wmSwatchImages/wmBabySwatchVariantAttribute|N|wmSwatchImages|3|text||4000|1||||||||||N|en|Swatch Variant Attribute|Attribute name corresponding to the swatch. |LoopGroup|Text|Left|50|Left|200|||Active||Walmart_Initial_Load||||1196
wmBabyVariantAttributeNames|Y||3|text||4000|1||||||||||N|en|Variant Attribute Names|"Designate all attributes by which the item is varying. This list may include variants that the category spec has not explicitly identified. <br>Ex: If partner provides data for “Collar Size,” and ""Collar Size"" is not in the list of valid variants, then input “Collar Size” as a value here."|Horizontal|Text|Left|200|Left||||Active||Walmart_Initial_Load||||1197
wmBabyIsPrimaryVariant|N|||boolean|||||||||||||N|en|Is Primary Variant|Note whether item is intended as the main variant in a variant grouping.|Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1198
wmBabyFactoryId|N|||integer||12|1||||||||||N|en|Factory ID|Required for Private Label brands. See accompanying private-label brand list.|Horizontal|Integer|Left|200|Left|200|||Active||Walmart_Initial_Load||||1200
wmBabyManufacturerPartNumber|N|||text||4000|1||||||||||N|en|Manufacturer Part Number|MPN uniquely identifies the product to its manufacturer. For many products this will be identical to the model number. Some manufacturers distinguish part number from model number.|Horizontal|Text|Left|200|Left||||Active||Walmart_Initial_Load||||1203
wmBabyGender|N|||text||60|1||WMGender2VV||||||||N|en|Gender|To specify target gender of the item. Example: Women; Men; Girls; Boys; Unisex (Please select a value from the drop-down below)|Horizontal|Dropdown|Left|200|Left|200|||Active||Walmart_Initial_Load||||1204
wmBabyAgeGroup|Y||3|text||60|1||WMBabyAgeGroupVV||||||||N|en|Age Group|General grouping of ages into commonly used demographic labels.<br>Example: Child; Teen; Adult (If you want to submit multiple values, use a semicolon to separate the values. For example – value1;value2;value3. Please enter text with 4000 character max)|Horizontal|Multi_Select_List|Left|200|Left|200|||Active||Walmart_Initial_Load||||1205
wmBabyMaterial|Y||3|text||4000|1||||||||||N|en|Material|"Material makeup of the item. Fabric materials should be denoted using the ""Fabric Content"" attribute. "|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1208
wmBabyCapacity|N|||text||4000|1||||||||||N|en|Capacity|Please enter the text (Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1209
wmBabyFabricCareInstructions|Y||3|text||4000|1||||||||||N|en|Fabric Care Instructions|Enter details of the fabric care label.|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1213
wmBabyMinimumWeight|N|||float|30|30|15|||M|uom|text||60|1|WMWeight1UOMVV|N|en|Minimum Weight|Especially for use with outdoor play structures. Example: 5 lb; 8 lb (Please select a value from the drop-down below)|Horizontal|Float|Left|200|Left|200|||Active||Walmart_Initial_Load||||1214
wmBabyMaximumWeight|N|||float|30|30|15|||M|uom|text||60|1|WMWeight1UOMVV|N|en|Maximum Weight|Especially for use with outdoor play structures. Example: 220 lb (Please select a value from the drop-down below)|Horizontal|Float|Left|200|Left|200|||Active||Walmart_Initial_Load||||1215
wmBabyMinimumRecommendedAge|N|||float|30|30|15|||M|uom|text||60|1|WMRecommendedAgeUOMVV|N|en|Minimum Recommended Age|Example: 3 years; 5 years (Please select a value from the drop-down below)|Horizontal|Float|Left|200|Left|200|||Active||Walmart_Initial_Load||||1216
wmBabyMaximumRecommendedAge|N|||float|30|30|15|||M|uom|text||60|1|WMRecommendedAgeUOMVV|N|en|Maximum Recommended Age|Example: 6 months; 1 year (Please select a value from the drop-down below)|Horizontal|Float|Left|200|Left|200|||Active||Walmart_Initial_Load||||1217
wmBabyIsMadeFromRecycledMaterial|N|||boolean|||||||||||||N|en|Is Made From Recycled Material|Example: Y; N (Please select a value from the drop-down below)|Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1218
wmRecycledMaterialContent/wmBabyRecycledMaterial|N|wmRecycledMaterialContent|3|text||4000|1||||||||||N|en|Recycled Material|Type of recycled material used to create the item. |LoopGroup|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1220
wmBabyCondition|N|||text||4000|1||||||||||N|en|Condition|For refurbished items; used for non-perishables|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1222
wmBabyPattern|Y||3|text||4000|1||||||||||N|en|Pattern|Decorative design or visual ornamentation, often with a thematic, recurring motif. Example: Floral; Plaid; Paisley (If you want to submit multiple values, use a semicolon to separate the values. For example – value1;value2;value3. Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1223
wmBabyCharacter|Y||3|text||4000|1||||||||||N|en|Character|A person or entity portrayed in print or visual media. A character might be a fictional personality or an actual living person. Example: Dora the Explorer; SpongeBob SquarePants (If you want to submit multiple values, use a semicolon to separate the values. For example – value1;value2;value3. Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1224
wmBabyOccasion|Y||3|text||4000|1||||||||||N|en|Occasion|The particular target time, event, or holiday for the product Example: Halloween; Christmas; Wedding; Anniversary (If you want to submit multiple values, use a semicolon to separate the values. For example – value1;value2;value3. Please enter text with 4000 character max)|Horizontal|Text|Left|200|Left|200|||Active||Walmart_Initial_Load||||1225
wmBabyIsPersonalizable|N|||boolean|||||||||||||N|en|Is Personalizable|Denotes if the item can be customized in some way, including engraved, embroidered, stamped, etched, etc.  |Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1227
wmBabyIsPortable|N|||boolean|||||||||||||N|en|Is Portable|Is the item portable?|Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1228
wmBabyIsReusable|N|||boolean|||||||||||||N|en|Is Reusable|Indicates the item can be used more than once. |Horizontal|Boolean|Left|200|Left||||Active||Walmart_Initial_Load||||1229
