Attribute XML Name|MultiValue Attribute?|Group Name|Max Number of Records in Group|Data Type|Total Digits|Max Length / Total Number of digits|Min Length / # of decimals|***DO NOT USE*Lang specific?*****|Valid Value List Name|Qual O/M *FUTURE USE*|Qual Name|Qual Data Type|Qual Total Digits|Qual Max Length / Total Number of digits|Qual Min Length / # of decimals|Qual VV list|Copyable?|GUI Lang|GUI Attribute Name|GUI Help Text|GUI Container Type|GUI Field Type|Label Align|Label Width|Value Align|Value Width|GUI Group Row|GUI Group Column|Active Status|XML Group M/O *FUTURE USE*|Comments|IM/Customer Key Master Name|Untitled event|Xref Type|Customer's Attribute Ref ID
swAllergenInformationBanner|N||||||||||||||||N|en|Allergen and Additive Information|Allergen and Additive Information|Banner|Label|Left|200|Left||||Active|| PI164_IM6818_SEP05||||ABanner
swDoesProductContainAllergens|N|||boolean|||||||||||||N|en|Does Product Contain Allergens?|Indicate if the item contains common allergens such as tree nuts, shellfish, dairy, etc.|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01,  PI164_IM6818_SEP05||||117
swAllergens/swAllergenSpecificationAgency|Y|swAllergens|100|text||70|1||||||||||N|en|Allergen Specification Agency|"Name of the agency that controls the allergen definition. If no allergens, indicate ""None""."|LoopGroup|Text|Left|200|Left||||Active|| PI164_IM6818_SEP05||||543.5
swAllergens/swAllergenSpecificationName|Y|swAllergens|100|text||70|1||||||||||N|en|Allergen Specification Name|Free text field containing the name and version of the regulation or standard that contains the definition of the allergen. |LoopGroup|Text|Left|200|Left||||Active|| PI164_IM6818_SEP05||||553
swAllergens/swAllergenTypeCode|Y|swAllergens|100|text||60|1||FNBAllergenTypeCode||||||||N|en|Allergen Type Code|Value that identifies the type of allergen in the product |LoopGroup|Dropdown|Left|200|Left||||Active|| PI164_IM6818_SEP05||||554
swAllergens/swLevelOfContainment|Y|swAllergens|100|text||60|1||FNBLevelOfContainment||||||||N|en|Level Of Containment|Value that identifies the level of presence of the allergen in the product.|LoopGroup|Dropdown|Left|200|Left||||Active|| PI164_IM6818_SEP05||||555
swRetailerIngredientName|N|||text||25|1||||||||||N|en|Retailer Ingredient Name|Enter Ingredient Name from NIMS (Nutritional Item Management System)|Horizontal|Text|Left|200|Left||||Active|| PI164_IM6818_SEP05||||499
swRetailerIngredientNumber|N|||integer||9|1||||||||||N|en|Retailer Ingredient Number|Enter Ingredient Number from NIMS (Nutritional Item Management System)|Horizontal|Integer|Left|200|Left||||Active|| PI164_IM6818_SEP05||||500
swIsItemControlledSubstance|N|||boolean|||||||||||||N|en|Is this Item a controlled substance?|Federally defined regulated substances.|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01||||133
swDisplayerUnitCost|N|||float|8|8|4||||||||||N|en|Displayer Unit Cost|Unit Cost of the component in the Display|Horizontal|Float|Left|200|Left||||Active||PI1514_IM6814_OCT01||||225
swDisplayerUnitRetail|N|||float|5|5|2||||||||||N|en|Displayer Unit Retail|Unit Retail of the component in the Display|Horizontal|Float|Left|200|Left||||Active||PI1514_IM6814_OCT01||||229
swIsThisItemGovernedUnderHACCP|N|||boolean|||||||||||||N|en|Is this item governed under Hazard Analysis and Critical Control Point (HACCP) ?|Hazard Analysis and Critical Control Point (HACCP): is a systematic preventive approach used in the food industry to identify potential physical, chemical, and biological food safety hazards, so that key actions, known as Critical Control Points (CCP's) can be taken to reduce or eliminate the risk of the hazards being realized. HAACP items include fresh or saltwater finfish, crustaceans, mollusks, other forms of aquatic animal life (including but not limited to alligator, frog, aquatic turtle, jellyfish, sea cucumber, and sea urchin) other than birds or mammals where such animal life is intended for human consumption. This also includes Fishery Products which fish is a characterizing ingredient.|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01||||415
swHACCP|N|||text||70|1||SWHACCPVV||||||||N|en|HACCP|HACCP|Horizontal|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01||||86
swDoesItemRequireATareValue|N|||boolean|||||||||||||N|en|Does this Item Require a Tare Value?|The package weight of items sold by random weight (Perishable items only). This value is subtracted from the gross weight so that the customer pays for the product only (not the package). e.g. Deli cheese wrapped in plastic. Tare values should be reflected as .001 / lb. Note: A wet tare is required for NorCal and Vons for meat and seafood items only.|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01||||449
swDryTareValue|N|||text||5|3|||M|uom|text||6|3|SWTareUOMVV|N|en|Dry Tare Value|The package weight of items sold by random weight (Perishable items only). This value is subtracted from the gross weight so that the customer pays for the product only (not the package). e.g. Deli cheese wrapped in plastic. Tare values should be reflected as .001 / lb. |Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI1516_IM6816_FEB06, PI163_IM6818_JUN03, PI171_May_PI9.4||||391
swWetTareValue|N|||text||5|3|||M|uom|text||6|3|SWTareUOMVV|N|en|Wet Tare Value|Wet tare values are required for items set up for NorCal and Vons for meat and seafood items only. Tare values should be entered as 0.001/lb.|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI1516_IM6816_FEB06, PI163_IM6818_JUN03||||390
swHazardousInformationBanner|N||||||||||||||||N|en|Hazardous Transportation Information|Hazardous Material|Banner|Label|Left|200|Left||||Active|| PI164_IM6818_SEP05||||HBanner
swHazmatTransportationConsiderations|N|||boolean|||||||||||||N|en|Hazmat Transportation Considerations|Does the item require special Hazmat transportation considerations based on the guidelines published at http://phmsa.dot.gov/hazmat?|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01||||105
swPackagedforTransportDangerousGood|N|||Boolean|||||||||||||N|en|Packaged for Transport - Dangerous Good|Is this item packaged for Transport as a Dangerous Good by the International Civil Aviation Organization (ICAO) or International Air Transport Association (IATA), hereafter referred to as ICAO/IATA?|Horizontal|Boolean|Left|200|Left||||Active|| PI164_IM6818_SEP05||||561
swOtherRegulatedMaterials|N|||boolean|||||||||||||N|en|Other Regulated Materials – Domestic (ORM-D), Ground Limited Quantity (Ltd Qty)|Indicate if the item contains other regulated materials.|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01||||115
swPackagedforTransportHazardousMaterial|N|||Boolean|||||||||||||N|en|Packaged for Transport - Hazardous Material|Is this item packaged for Transport as a Hazardous Material under CFR 49?  (This includes ORM-D, Class 9 and Limited Quantity)|Horizontal|Boolean|Left|200|Left||||Active|| PI164_IM6818_SEP05||||557
swLimitedQuantitySurfaceTransport|N|||Boolean|||||||||||||N|en| Limited Quantity - Surface Transport|Is this item packaged for Transport as a Limited Quantity under CFR 49 for surface transport?|Horizontal|Boolean|Left|200|Left||||Active|| PI164_IM6818_SEP05||||558
swPackagedforTransportLimitedQuantityVesselTransport|N|||Boolean|||||||||||||N|en|Packaged for Transport - Limited Quantity - Vessel Transport|Is this item packaged for Transport as a Limited Quantity under CFR 49 for vessel transport?|Horizontal|Boolean|Left|200|Left||||Active|| PI164_IM6818_SEP05||||559
swAircraftShippingLimitationsForbidden|N|||boolean|||||||||||||N|en|Aircraft Shipping Limitations Forbidden|Is this item specifically barred from transportation by aircraft?|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01,  PI164_IM6818_SEP05||||111
swPackagedForTransportLimitedQuantityAirTransport|N|||Boolean|||||||||||||N|en|Packaged for Transport - Limited Quantity - Air Transport|Is this item packaged for Transport as a Limited Quantity under CFR 49 for air transport?|Horizontal|Boolean|Left|200|Left||||Active|| PI164_IM6818_SEP05||||560
swAirTransportSpecialConsiderations|N|||text||50|1||||||||||N|en|Air Transport Special Considerations|If this item can be transported by air and is Limited Quantity under CFR 49, do the existing definitions provided for this item meet ICAO/IATA requirements? If not, provide Identification Number, Proper Shipping Name (include technical name if applicable), Class or Division, Subisdiary Risk, Packing Group for where they differ|Horizontal|Text|Left|200|Left||||Active|| PI164_IM6818_SEP05, PI167_May_PI9.4||||580
swSymbol|Y||999|text||6|1||SWSymbolVV||||||||N|en|Symbol|Please provide Symbol from Hazardous Material Table 49 CFR, §172.101 Column 1-- if multiples are required - provide all values |Horizontal|Multi_Select_List|Left|200|Left||||Active|| PI164_IM6818_SEP05, PI172_IM72_AUG01||||562
swHazardClassOrDivision|N|||text||3|1||SWHazardClassorDivisionVV||||||||N|en|Hazard Class or Division|The hazard class or division as defined by column 3 on CFR 49, 172.101.|Horizontal|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI164_IM6818_SEP02,  PI164_IM6818_SEP05||||107
swPackingGroup|N|||text||1|1||swPackingGroupVV||||||||N|en|Packing Group|What specific Packing Group? This would pertain to the 49 CFR, 172.101 column 5|Horizontal|Dropdown|Left|200|Left||||Active||PI171_May_PI9.4||||
swLabelCode|Y||999|text||3|1||SWLabelCodeVV||||||||N|en|Label Code|The label code as defined by column 6 on CFR 49, 172.101. |Horizontal|Multi_Select_List|Left|200|Left||||Active|| PI164_IM6818_SEP05, PI172_IM72_AUG01||||592
swLAANumber|Y||999|text||20|1||||||||||N|en|LAA Number|Required if proper shipping name is lighters|Horizontal|Text|Left|200|Left||||Active|| PI164_IM6818_SEP05, PI167_May_PI9.4, PI172_IM72_AUG01||||564
swHazmatWeight|N|||float|6|6|3|||M|uom|text||5|2|MassUOM|N|en|Hazmat Weight|Weight in grams, liters or kilograms.|Horizontal|Float|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI164_IM6818_SEP04,  PI164_IM6818_SEP05, PI167_May_PI9.4||||112
swVesselStowageRequirements|N|||text||10|1||||||||||N|en|Vessel Stowage Requirements|Specific instructions on how Hazmat item should be stowed. 49 CFR, 171.101 columns 10A and 10B|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01,  PI164_IM6818_SEP05, PI167_May_PI9.4||||114
swSpecialProvisions|Y||999|text||20|1||||||||||N|en|Special Provisions|Enter any special Provision codes that apply from 49 CFR 172.101 column 7|Horizontal|Text|Left|200|Left||||Active|| PI164_IM6818_SEP05, PI172_IM72_AUG01||||568
swPackagingExceptions|N|||Boolean|||||||||||||N|en|Packaging Exceptions|Does this item have packaging exceptions per 172.101 Column 8|Horizontal|Boolean|Left|200|Left||||Active|| PI164_IM6818_SEP05, PI171_May_PI9.4||||569
swPackagingExceptionApplicableToThisProduct|N|||text||10|1||||||||||N|en|Packaging Exception applicable to this product|Does this item have packaging exceptions per 172.101 Column 8A|Horizontal|Text|Left|200|Left||||Active|| PI164_IM6818_SEP05, PI167_May_PI9.4||||570
swNon-bulkPackagingApplicableToThisProduct|N|||text||10|1||||||||||N|en|Non-bulk packaging applicable to this product|Does this item have packaging exceptions per 172.101 Column 8B|Horizontal|Text|Left|200|Left||||Active|| PI164_IM6818_SEP05, PI167_May_PI9.4||||571
swBulkPackaging|N|||text||10|1||||||||||N|en|Bulk Packaging|Does this item have packaging exceptions per 172.101 Column 8C|Horizontal|Text|Left|200|Left||||Active||PI167_May_PI9.4, PIKR-50310||||
swQuantityLimitations|N|||Boolean|||||||||||||N|en|Quantity Limitations|Does this item have Quantity Limitations in 172.101 Column 9|Horizontal|Boolean|Left|200|Left||||Active||PI171_May_PI9.4||||
swPassengerAircraftRail|N|||text||20|1||||||||||N|en|Passenger Aircraft/Rail|Provide value from Hazardous Material Table - Column 9B|Horizontal|Text|Left|200|Left||||Active||PI171_May_PI9.4||||
swCargoAircraftOnly|N|||text||20|1||||||||||N|en|Cargo Aircraft Only|Does this item have Quantity Limitations in 172.101 Column 9A|Horizontal|Text|Left|200|Left||||Active||PI171_May_PI9.4||||
swPackingInstructions|N|||text||200|1||||||||||N|en|Packing Instructions|What is the Packing Instruction for this item from the ICAO/IATA regulations?  (as applicable from column G, I or K of Section 4 of the IATA regulations)|Horizontal|Text|Left|200|Left||||Active|| PI164_IM6818_SEP05||||573
swAreSpecialPermitsRequiredTransportByLandAirOrSea|N|||Boolean|||||||||||||N|en|Are special permits required transport by land, air or sea?|Are there any special permits involved in transporting this item by land, air or sea?|Horizontal|Boolean|Left|200|Left||||Active|| PI164_IM6818_SEP05||||574
swSpecialPermitNumber|Y||999|text||20|1||||||||||N|en|Special Permit number(s)|If there are special permits required transport by land, air or sea, list the Special Permit number(s) that apply. Please also submit a copy of the Special Permit(s) along with the authorized grantee|Horizontal|Text|Left|200|Left||||Active|| PI164_IM6818_SEP05, PI172_IM72_AUG01, PIKR-50262||||575
swIsItemAerosol|N|||Boolean|||||||||||||N|en|Is Item Aerosol|Does Item have aerosol?|Horizontal|Boolean|Left|200|Left||||Active|| PI164_IM6818_SEP05||||576
swAerosolLevel|N|||text||3|1||SWAerosolLevelVV||||||||N|en|Aerosol Level|Indicates whether or not a product contains a compressed gas or propellant.  If this item is an aerosol indicate its aerosol level (1, 2, 3).|Horizontal|Dropdown|Left|200|Left||||Active|| PI164_IM6818_SEP05||||577
swMarinePollutants|N|||Boolean|||||||||||||N|en|Marine Pollutants|Marine Pollutants: Is this item a marine pollutant listed in 49 CFR Section 172.101 Appendix B?|Horizontal|Boolean|Left|200|Left||||Active|| PI164_IM6818_SEP05||||578
swMarinePollutantName|N|||text||40|1||||||||||N|en|Marine Pollutant Name|Provide Marine Pollutant Name|Horizontal|Text|Left|200|Left||||Active|| PI164_IM6818_SEP05, PI164_IM6818_SEP07||||585
swHazardousSubstanceReportableQuantity|N|||Boolean|||||||||||||N|en|Hazardous Substance/Reportable Quantity|Is this item, as packaged for transportation, a Hazardous Substance in a Reportable Quantity per CFR 49 Section 172.101 Appendix A|Horizontal|Boolean|Left|200|Left||||Active|| PI164_IM6818_SEP05||||587
swHazardousSubstance|N|||text||40|1||||||||||N|en|Hazardous Substance|Indicate the Hazardous Substance from CFR 49 Section 172.101 Appendix A|Horizontal|Text|Left|200|Left||||Active|| PI164_IM6818_SEP05||||589
swReportableQuantity|N|||float|5|5|2|||M|uom|text||5|2|SWReportableQuantityVV|N|en|Reportable Quantity|Indicate the reportable quantity from CFR 49 Section 172.101 Appendix A|Horizontal|Float|Left|200|Left||||Active|| PI164_IM6818_SEP05||||590
swContainerType|N|||text||2|1||SWContainerTypeVV||||||||N|en|Container Type|What type of container is this item packaged in for transportation?|Horizontal|Dropdown|Left|200|Left||||Active|| PI164_IM6818_SEP05||||579
swContainerTypeOther|N|||text||20|1||||||||||N|en|Container Type Other|If other Container type is selected - please specify|Horizontal|Text|Left|200|Left||||Active|| PI164_IM6818_SEP05||||586
swMSDSSheetURL|N|||text||512|1||||||||||N|en|MSDS Sheet URL|URL to Manufacturer's material safety data sheet for the product|Horizontal|Text|Left|200|Left||||Active|| PI164_IM6818_SEP05||||581
swGroupContext|N||1|text||2|1||SWGroupVV||||||||N|en|Group|Group Code is a 2 digit code indicating the high level group the item belongs to.|Horizontal|Dropdown|Left|200|Left||||Active||PI166_IM6919_FEB03||||31
swBrandName|N|||text||70|1|N|||||||||N|en|Brand Name|The brand name for the product recognized by the consumer.|Horizontal|Text|Left|200|Left|40|||Active||PI1515_IM6815_NOV02, PI164_IM6818_DEC05|brandName|||355
swBrandCode|N|||integer||4|1||SWBrandCodeVV||||||||N|en|Brand Code|Brand Code|Horizontal|Dropdown|Left|200|Left||||Active||PI1515_IM6815_NOV02||||41
swNationalBrandEquivalentUPC|N|||integer||12|1||||||||||N|en|National Brand Equivalent Universal Product Code (UPC)|UPC of national brand item most like new Consumer Brand item.|Horizontal|Integer|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI164_IM6818_SEP04, PI172_IM711_JUNE03||||40
swProductDescription|Y||999|text||200|1|N||M|lang|text||5|1|StandardLanguageCodes_hub|N|en|Product Description|An understandable and usable description of the product using brand name and other descriptors. This attribute should be populated with as little abbreviation as possible while keeping to a reasonable length.|Horizontal|Text|Left|200|Left|100|||Active||PI1515_IM6815_NOV02, PI172_IM72_AUG01|productDescription||Hub|76
swItemDescriptionMerchandising|N|||text||40|1||||||||||N|en|Item Description (Merchandising)|Item Description (Merchandising)|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||410
swItemDescriptionWarehouse|N|||text||30|1||||||||||N|en|Item Description (Warehouse)|Item Description (Warehouse)|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||411
swItemDescriptionInternet|N|||text||75|1||||||||||N|en|Item Description (Internet)|Item Description (Internet)|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||412
swItemDescriptionSignScale|N|||text||64|1||||||||||N|en|Item Description (Sign/Scale)|Item Description (Sign/Scale)|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||413
swPointOfSaleDescription|N|||text||18|1||||||||||N|en|Point of Sale (POS) Description|Point of Sale (POS) Description|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||414
swNetContent|Y||999|float|38|38|15|||M|uom|text||5|2|AreaCountDimensionInfostorageMassVolumeUOM|N|en|Net Content & UOM - Vendor|The amount of the product contained in the package, usually as claimed on the label. If a product’s net content can be represented in multiple values – please provide all values (e.g. laundry detergent – 150 fluid ounces 1.17 gallons, 96 loads). Numeric field only and no special characters can be used. |Horizontal|Float|Left|200|Left||||Active||PI153_IM6813_OCT01|netContent|netContentUOM|Hub|83
swNetWeight|Y||999|text||11|1|||M|uom|text||5|2|MassUOM|N|en|Net Weight & UOM|Identifies the net weight of the product. Net weight excludes all packaging material. Numeric field only, no special characters can be used.|Horizontal|Text|Left|200|Left||||Active||PI153_IM6813_OCT01, PI164_IM6818_SEP04, PI165_IM6818_DEC06|netWeight|netWeightUOM|Hub|354
swBarcodeType|N|||text||70|1||SWKindsofBarcodesVV||||||||N|en|What Kind of Barcode Does This Item Have?|Indicate if the item has a vendor assigned UPC or Front End PLU or System 2 /Scale UPC. If so, select the UPC format. If yes, provide the UPC, System 2/Scale UPC or PLU code.|Horizontal|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01||||66
swUPC/code|N|swUPC|100|text||80|1|N|||||||||N|en|GS1 Trade Item ID Value (UPC)|The EANUCC Code or number required based on the Product Type. Its character length depends on EANUCC Type chosen (i.e., EAN-13, UPC-A).|LoopGroup|Text|Left|200|Left||||Active||PI153_IM6813_OCT01, PI164_IM6818_SEP04, PI165_IM6818_DEC05, PI171_May_PI9.4|eanuccCode|||67
swUPC/type|N|swUPC|100|text||70|1|N|GS1TradeItemIdentificationKeyTypeCode||||||||N|en|GS1 Trade Item ID Code (UPC)|The EANUCC Code or number required based on the Product Type. Its character length depends on EANUCC Type chosen (i.e., EAN-13, UPC-A).|LoopGroup|Dropdown|Left|200|Left||||Active||PI153_IM6813_OCT01|eanuccCodeType||IM Named - PI Ext|430
swAlternateScaleUPC|N|||integer||4|1||||||||||N|en|Alternate Scale UPC|Only Required if a System 2 Scale UPC and Division is Southern California|Horizontal|Integer|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI164_IM6818_SEP04||||451
swProductLookupCode|N|||integer||5|1||||||||||N|en|Product Lookup Code (PLU)|Front-End Price Look Up (PLU Code): A 5 digit code used at the register when a UPC does not exist. (e.g. 04011 Bananas Yellow)|Horizontal|Integer|Left|200|Left||||Active||PI1514_IM6814_OCT01||||69
swDoesProductHaveVendorOrderCode|N|||text||60|1||SWVOCorRetailerAssignedVV||||||||N|en|Does Product Have Vendor Order Code (VOC) or Should Albertsons Assign?|In the case your product does not have a VOC (Vendor Order Code) please choose Retailer Assigned. |Horizontal|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI1516_IM6816_FEB04, PI165_IM6818_DEC06||||443
swVendorOrderCodeOrCaseCode|N|||integer||14|1||||||||||N|en|Vendor Order Code (VOC) or Case Code|Vendor Order Code (VOC) / Case Code is a UPC that (if provided) carries over to printed Purchase Orders and is used in the transmission of Electronic Data Interchange (EDI) orders. Numeric field only and no special characters can be used. |Horizontal|Integer|Left|200|Left||||Active||PI1514_IM6814_OCT01,PI163_IM6818_JUN03||||70
swVendorProductCode|N|||text||12|1||||||||||N|en|Vendor Product Code|Vendor assigned product code up to 12 characters in length. This is an optional field.|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||71
swIsItemLabeledUSDAOrganic|N|||boolean|||||||||||||N|en|Is Item Labeled USDA Organic?|Items that meet existing specified organic production standards. Must be organic certified.|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01,PI163_IM6818_JUN03||||383
swIsKosherCertified|N|||boolean|||||||||||||N|en|Is this item Kosher Certified?|Product packaging must define Kosher certification.|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01||||340
swIsVariableWeightItem|N|||boolean|||||||||||||N|en|Variable Weight Trade Item|Indicates that the product is not a fixed weight/quantity.|Horizontal|Boolean|Left|200|Left||||Active||PI1515_IM6815_NOV02|isVariableWeightItem|||52
swIsCAWCOF|N|||Boolean|||||||||||||N|en|Is Your Item CAW/COF/Truck Load? (Order Sizing Factor)|Is Your Item CAW/COF/Truck Load?|Horizontal|Boolean|Left|200|Left||||Active||PI167_May_PI9.4||||
swOrderSizingFactor|N|||float|5|5|3||||||||||N|en|Order Sizing Factor|Value of Cube Adjusted Weight, Cube Order Factor or a Proprietory Algorithm |Horizontal|Float|Left|200|Left||||Active||PI167_May_PI9.4||||
swCubeValue|N|||float|5|5|3||||uom|text||2|1|swCubeValueUOMVV|N|en|Cube Value|Cube Value|Horizontal|Float|Left|200|Left||||Active||PI171_May_PI9.4||||
swIsWICEligible|N|||boolean|||||||||||||N|en|Is this item Women, Infants and Children (WIC) Eligible?|WIC is a Supplemental Nutrition Program that subsidizes the costs of specific nutritious foods for women, infants and children up to age 5.|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01||||98
swWICEligibleStates|Y||51|text||2|1||SWWICEligibleSatesVV||||||||N|en|Women, Infants and Children (WIC) eligible States|Women, Infants and Children (WIC) eligible States|Horizontal|Multi_Select_List|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI164_IM6818_SEP02||||99
swIsItemBottleDepositOrCRVEligible|N|||boolean|||||||||||||N|en|Is item Bottle Deposit or California Redemption Value (CRV) eligible?|State regulated requirement on various types of items. Amount and/or items can be different by state.|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01||||100
swBottleDepositOrCRVStates|Y||51|text||2|1||SWBottleDepositorCRVStateVV||||||||N|en|Bottle Deposit or California Redemption Value (CRV) States|Bottle Deposit or California Redemption Value (CRV) States|Horizontal|Multi_Select_List|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI164_IM6818_SEP02||||101
swPackageShapeCode|N|||text||70|1||SWPackageShapeVV||||||||N|en|Package Shape Code|Package Shape Code|Horizontal|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01,PI163_IM6818_JUN03||||207
swIsFSAEligible|N|||boolean|||||||||||||N|en|Is your item Flex Spending Account (FSA) eligible?|A Flexible Spending Account (FSA) is a tax-favored program offered by employers that allows their employees to pay for eligible out-of-pocket health care and dependent care expenses with pre-tax dollars.|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01||||122
swItemContainGlassContainer|N|||boolean|||||||||||||N|en|Does your item contain a glass container?|Indicate if the consumer item is in a glass container. For displays, select yes if at least one item in the display has a glass container.|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01||||91
swContainAlcohol|N|||boolean|||||||||||||N|en|Does your item contain Alcohol?|Does your item contain Alcohol?|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01||||492
swAlcoholPercentage|N|||Text||5|4||||||||||N|en|Percentage of Alcohol per Volume|Percent Alcohol by Volume (ABV)|Horizontal|Text|Left|200|Left||||Active||PI163_IM6818_JUN03||||493
swControlledSubstanceType|Y||50|text||70|1||SWControlledSubstanceTypeVV||||||||N|en|Controlled Substance Type|Controlled Substance Type|Horizontal|Multi_Select_List|Left|200|Left||||Active||PI1514_IM6814_OCT01||||436
swSupplierTraySize|N|||text||70|1||||||||||N|en|Supplier Tray Size|Tray Size used for Supplier packaged product .  This attribute applies to Perishable Products like Meat, Seafood, Deli etc.|Horizontal|Text|Left|200|Left||||Active||PI1515_IM6815_NOV02, PI1516_IM6816_FEB06||||428
swDoesItemHaveDateOnMasterCase|N|||boolean|||||||||||||N|en|Is this Product Dated?|Indicate if the item is dated. If yes, select the date type.|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI1516_IM6816_FEB04||||118
