Attribute XML Name|MultiValue Attribute?|Group Name|Max Number of Records in Group|Data Type|Total Digits|Max Length / Total Number of digits|Min Length / # of decimals|***DO NOT USE*Lang specific?*****|Valid Value List Name|Qual O/M *FUTURE USE*|Qual Name|Qual Data Type|Qual Total Digits|Qual Max Length / Total Number of digits|Qual Min Length / # of decimals|Qual VV list|Copyable?|GUI Lang|GUI Attribute Name|GUI Help Text|GUI Container Type|GUI Field Type|Label Align|Label Width|Value Align|Value Width|GUI Group Row|GUI Group Column|Active Status|XML Group M/O *FUTURE USE*|Comments|IM/Customer Key Master Name|Untitled event|Xref Type|Customer's Attribute Ref ID
kroNetContentEquivalentUOMV12210|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12210|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12211|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12211|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12212|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12212|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12213|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12213|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12214|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12214|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12215|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12215|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12216|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12216|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12217|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12217|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12218|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12218|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12219|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12219|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12220|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12220|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12221|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12221|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12222|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12222|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12223|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12223|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12224|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12224|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12225|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12225|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12226|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12226|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12227|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12227|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12228|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12228|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12229|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12229|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12230|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12230|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12231|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12231|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12232|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12232|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12233|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12233|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12234|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12234|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12235|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12235|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12236|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12236|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12237|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12237|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12238|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12238|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12239|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12239|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12240|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12240|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12241|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12241|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12242|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12242|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12243|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12243|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12244|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12244|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12245|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12245|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12246|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12246|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12247|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12247|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12248|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12248|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12249|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12249|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12250|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12250|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12251|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12251|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12252|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12252|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12253|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12253|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12254|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12254|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12255|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12255|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12256|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12256|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12257|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12257|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12258|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12258|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12259|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12259|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12260|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12260|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12261|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12261|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12262|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12262|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12263|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12263|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12264|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12264|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12265|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12265|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12266|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12266|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12267|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12267|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12268|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12268|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12269|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12269|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12270|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12270|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12271|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12271|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12272|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12272|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12273|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12273|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12274|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12274|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
kroNetContentEquivalentUOMV12275|N|||float|8|8|3|||M|uom|text||60|1|KRO_V12275|N|en|Net Content Equivalent UOM - VIP to Kroger|Quantity in Equivalent selling uom|Horizontal|Float|Left|200|Left||||Active||PI165_DEC06_PC-Deriv-Rmv, PI172_IM711_JUNE03||||
